"Year","Location","Name","ICU Rating","FIDE rating","Title","Score",,,,,,,,,,,,,,,,,,,,,,,,,,
2007,"Dublin","McCarthy, Gerry",1880,,"na",,,,,,,,,,,,,,,,,,,,,,,,,4,4,"30-38"
2007,"Dublin","McCarthy, Tim",1939,2085,"na",,,,,,,,,,,,,,,,,,,,,,,,,2,4,"30-38"
2007,"Dublin","Murray, Jim",1732,,"na",,,,,,,,,,,,,,,,,,,,,,,,,5,4,"30-38"
2007,"Dublin","Normoyle, Liam",1995,1757,"na",,,,,,,,,,,,,,,,,,,,,,,,,3,4,"30-38"
2007,"Dublin","O'Leary, Matt",2052,2052,"na",,,,,,,,,,,,,,,,,,,,,,,,,4,4,"30-38"
2007,"Dublin","Delaney, Rory",1655,,"na",,,,,,,,,,,,,,,,,,,,,,,,,4,"3½","39-44"
2007,"Dublin","Doyle, Hugh",1404,,"na",,,,,,,,,,,,,,,,,,,,,,,,,3,"3½","39-44"
2007,"Dublin","Khonji, Hameed",,,"na",,,,,,,,,,,,,,,,,,,,,,,,,5,"3½","39-44"
2007,"Dublin","Loughran, John",1644,1789,"na",,,,,,,,,,,,,,,,,,,,,,,,,5,"3½","39-44"
2007,"Dublin","Palmer, Bernard",1897,1980,"na",,,,,,,,,,,,,,,,,,,,,,,,,5,"3½","39-44"
2007,"Dublin","Short, Stephen",1898,,"na",,,,,,,,,,,,,,,,,,,,,,,,,4,"3½","39-44"
2007,"Dublin","Hogarty, Philip",1944,1865,"na",,,,,,,,,,,,,,,,,,,,,,,,,5,3,"45-47"
2007,"Dublin","Jamieson, Ian",2014,2014,"na",,,,,,,,,,,,,,,,,,,,,,,,,5,3,"45-47"
2007,"Dublin","Twomey, Pat",1682,1894,"na",,,,,,,,,,,,,,,,,,,,,,,,,5,3,"45-47"
2007,"Dublin","Hronchek, Dan",,,"na",,,,,,,,,,,,,,,,,,,,,,,,,3,"2½","48-51"
2007,"Dublin","Launders, Patrick",1449,,"na",,,,,,,,,,,,,,,,,,,,,,,,,5,"2½","48-51"
2007,"Dublin","Maher, John",1394,,"na",,,,,,,,,,,,,,,,,,,,,,,,,6,"2½","48-51"
2007,"Dublin","Soikkeli, Raino",1607,,"na",,,,,,,,,,,,,,,,,,,,,,,,,5,"2½","48-51"
2007,"Dublin","Lynch, Peter J.",1651,,"na",,,,,,,,,,,,,,,,,,,,,,,,,7,2,52
2008,"Dublin","Baburin, Alexander",2534,2526,"GM",,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Greenfeld, Alon",2545,2545,"GM",,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Hebden, Mark",2520,2520,"GM",,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Jessel, Stephen",2239,2294,"FM",,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Butnorius, Algimantas",2442,2442,"GM",,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Daly, Colm",2277,2311,"FM",,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Short, Philip",2271,2300,"FM",,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Duffy, Séamus",1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Fox, Anthony",2054,2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Griffiths, Ryan-Rhys",2100,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Orr, Mark J. L.",2199,2258,"IM",,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Quinn, Ciarán",1923,2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Carosso, Andrea",2046,2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Conquest, Stuart",2536,2536,"GM",,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Fitzsimons, David",2118,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Healy, John",1777,1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Loughran, John",1654,1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","O'Connell, Gerard",2105,2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Redmond, John P.",2188,2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Weeks, Manuel",2174,2174,"FM",,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Benson, Oisín P.",1785,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Daly, Justin",1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Lyons, Brendan",1868,2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Doyle, Hugh",1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Keogh, Eamon",2026,2092,"NM",,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","McCarthy, Tim",1865,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Porter, Liam",1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Boyle, Bernard",1798,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Short, Stephen",1871,2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Cafolla, Peter",2004,2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Uí Laighléis, Gearóidín",1581,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,"Dublin","Jeffares, Simon",2106,2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Colm Daly",2264,2308,"FM",7.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Atlas Valeri",2428,2428,"IM","6½",,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Quinn Mark",2340,2404,"IM","6½",,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Brady Stephen",2363,2384,"FM",6,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Fitzsimons David",2183,2167,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Delaney John",2236,2227,"FM","5½",,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Fox Anthony",2096,2086,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Hegarty Sarah N.",2098,2098,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","MacElligott Gerard",1963,2115,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","O'Connell Gerard",2119,2121,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Porter Liam",1882,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Redmond John P.",2113,2193,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Short Philip",2265,2309,"FM",5,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Benson Oisín P.",1999,1967,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Berney Mark",1839,,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Fairbairn Stephen",2073,2073,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Quinn Ciarán",1865,2133,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Babei Angelica",2015,2015,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Cafolla Peter",2036,2046,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Moran Stephen",2004,1989,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Murray David B.",2032,1981,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Duffy Séamus",1891,2078,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Boyle Bernard",1774,1936,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Hayes Peter J.",1966,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Loughran John",1675,1939,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Doyle Hugh",1931,1910,,"2½",,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Healy John",1869,1859,,"2½",,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","Keogh Eamon",1907,2092,"NM","1½",,,,,,,,,,,,,,,,,,,,,,,,,,
2009,"Dublin","O'Leary Matt",1787,2053,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Lopez Alex",2377,2367,"FM","7½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Short Philip",2238,2296,"FM","6½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Griffiths Ryan-Rhys",2251,2249,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Rodriguez Lopez Rafael",2312,2312,"IM",6,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Delaney John",2198,2210,"FM","5½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Orr Mark J. L.",2174,2247,"IM","5½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Quinn Ciarán",1943,2104,,"5½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Redmond John",2113,2205,,"5½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Brady Stephen",2354,2376,"FM",5,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Murray David",1962,2021,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Butler Kevin",1955,2054,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Delaney Killian",1999,2034,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Duffy Séamus",1876,1996,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Fitzsimons David",2260,2263,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Fox Anthony",2073,2129,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","O'Connell Gerard",2095,2136,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Wallace Paul",2194,2242,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Cafolla Peter",2028,2090,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","McCabe Darren",1892,2000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Porter Liam",1863,1976,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Boyle Bernard",1850,1943,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Daly Colm",2303,2322,"FM","3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Keogh Eamon",1892,2047,"NM","3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Palmer Bernard",1965,2012,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Kalam Abul",1880,1646,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","O'Rourke Ray",1932,2066,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Benson Oisín P.",1970,2062,,"2½",,,,,,,,,,,,,,,,,,,,,,,,,,
2010,"Dublin","Loughran John",1726,1928,,"2½",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Brady Stephen",2335,2190,"FM","7½",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Redmond John P.",2134,2357,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","McMahon Daire",2172,2196,,"6½",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Jones Iolo",2286,2286,"CM",6,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Josse Mark",2176,2176,,"5½",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Freeman Gordon",2066,2179,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Moran Stephen",1934,1983,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","O'Connell Gerard",2111,2142,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Prizant Michael",2126,2126,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Short Philip",2246,2293,"FM",5,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Cafolla Peter",1986,2053,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Daly Colm",2258,2305,"FM","4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Fox Anthony",2056,2087,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Janusaitis Mindaugas",1837,1968,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Murray David",2080,2096,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Benson Oisín P.",1879,2003,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Courtney John",2059,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","King Melvyn",1753,1980,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","McCabe Darren",1949,2024,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Keogh Eamon",1897,2015,"NM","3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","O'Connor Jonathan",2062,2124,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Reynolds Pat",1857,2043,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Doyle Hugh",1819,1909,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","O'Rourke Ray",1914,2038,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Loughran John",1719,1916,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,"Dublin","Twomey Pat",1707,1881,,"1½",,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","Brady Stephen",2372,2338,"FM","6½",,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","Daly  Colm",2280,2328,"FM","6½",,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","Firstov Juri",2218,2340,,"6½",,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","Fitzsimons David",2258,2300,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","Cafolla Peter",1914,2193,,"5½",,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","O'Connell Gerard",2106,2264,,"5½",,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","Redmond John",2163,2236,,"5½",,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","Courtney John",1849,2075,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","Gedvilaite Monika",1965,2048,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","Freeman Gordon",2107,1984,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","Killane Jack",1794,2012,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","O'Rourke Ray",1883,2009,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","Janusaitis Mindaugas",1948,1750,,"1½",,,,,,,,,,,,,,,,,,,,,,,,,,
2012,"Dublin","King Melvyn",1716,1666,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Daly Colm",2298,2339,"FM",7,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Redmond John P.",2176,2217,,"6½",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Short Philip",2245,2260,"FM","6½",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Fitzsimons David",2312,2331,,"5½",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Ó Cinnéide Mel",2171,2225,"FM","5½",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Delaney Killian",2067,2117,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Hughes John L.",2046,2046,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Quinn Rory",2071,2101,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Walsh Paul",2017,2118,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Fox Anthony",2027,2093,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","O'Connor Jonathan",2140,2149,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Orr Mark J L",2208,2247,"IM","4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Cormican John",1803,1965,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Freeman Gordon",2023,2047,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Crichton Martin",1845,1965,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","O'Rourke Ray",1907,2023,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","MacElligott Gerard",1908,2050,"CM",3,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Quinn Ciarán",2031,2098,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","O'Grady Martin",1806,1903,,"2½",,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","Twomey Pat",1677,1875,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Limerick","O'Flaherty Kevin",1759,1880,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Collins Sam",2477,2488,"IM",8,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Jessel Stephen",2236,2321,"FM","7½",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Fitzsimons David",2282,2351,"FM","6½",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Short Philip",2257,2274,"FM",6,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","MacElligott Gerard",1865,2013,"CM","5½",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Brady Stephen",2300,2338,"FM",5,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Daly Colm",2288,2333,"FM",5,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Ó Cinnéide Mel",2161,2227,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","O'Connor Jonathan",2119,2150,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","O'Donnell Conor",2123,2122,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Redmond John P.",2196,2259,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Wallace Paul",2192,2170,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Butler Kevin C.",1903,2026,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","McMahon Daire",2151,2153,"FM","4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Murray David B.",2048,2141,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","O'Connell Gerard",2088,2132,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Palmer Bernard",1957,2026,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Bourached Anthony",1939,1965,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Cafolla Peter",1983,1994,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Fox Anthony",2023,2059,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Freeman Gordon",2059,2077,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Harding Tim",1988,2126,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Benson Oisín P",2004,2040,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Loughran John",1588,1872,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","McGovern Leahy Cian",1893,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Twomey Pat",1723,1872,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","O'Rourke Ray",1899,1997,,"2½",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Reynolds Pat",1830,1990,,"2½",,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","Killane Jack",1747,1934,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,"Dublin","King Melvyn",1672,1874,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Brady Stephen",2310,2349,"FM","6½",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Short Philip",2233,2294,"FM","6½",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Daly Colm",2250,2319,"FM",6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Fitzsimons David",2337,2416,"FM",6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Jessel Stephen",2274,2352,"FM",6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","O'Donnell Conor",2202,2263,"FM",6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","MacElligott Gerard",1941,2062,"CM",5,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","O'Connell Gerard",2000,2106,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Harding Tim",1949,2085,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Li Henry",1775,1866,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Palmer Bernard",1928,2022,,"4½",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Boland Dylan",1667,1682,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Fox Anthony",2002,2035,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Kennedy John P. A.",2017,2074,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","O'Gorman Tom",1861,1859,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","O'Rourke Ray",1847,1984,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Mulligan Scott",1947,1957,,"3½",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","Crichton Martin",1845,1973,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"Dublin","O'Neill Paul",1728,1954,,"2½",,,,,,,,,,,,,,,,,,,,,,,,,,
